ZIP_CODE,REGION,County,ResponseId,DistributionChannel,Q1.Intro,Q3.Intro,Q14,Q15,Q15_11_TEXT,Q17,Q18,Q18_11_TEXT,Q19,Q19_4_TEXT,Q20,Q21,Q21_13_TEXT,Q24,Q25,Q25_13_TEXT,Q32,Q32_14_TEXT,Q33,Q33_17_TEXT,Q34,Q34_23_TEXT,Q37,Q38,Q39,Q39_12_TEXT,Q40,Q41,Q42,Q42_4_TEXT,Q43,Q43_7_TEXT,Q44,Q44_14_TEXT,Q45,,,,,,,,,,
94530,CentralCoast,Contra Costa,R_2ctp5Cc22m4Q5Mn,anonymous,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,"Cost,Lack of knowledge, information, or resources,Permitting",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,Unsure,"Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Training to learn how to safely conduct a prescribed burn,Other (please explain)",IT'S NOT SOMETHING I WANT TO LEARN TO DO. ARE THERE PROFESSIONALS WHO COULD SAFELY DO THIS?,"Defensible space,Evacuation planning,Home hardening,Prescribed fire planning and implementation,Reducing health impacts from wildfire smoke",,"Reading factsheets,Watching short videos",,"Email,Website",,Urban,,"Not applicable, my property is only used for residential use",,,Prefer not to answer,Woman,,"Hispanic, Latino/a/x, or other Spanish origin",,English,,Prefer not to state,,,,,,,,,,
94533,NorthCoast,Solano,R_brvNpejvZjx9BEl,anonymous,Yes,No,"Purchased a backup power source (e.g., generator)","Availability of contractors,Lack of knowledge, information, or resources",,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,,,"Defensible space,Evacuation planning,Reducing health impacts from wildfire smoke",,"Watching short videos,Webinars",,"Email,Text Message",,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,Yes,41-50,Woman,,White,,English,,"Greater than $150,000 per year",,,,,,,,,,
94534,NorthCoast,Solano,R_BGlg5et2BJR0rFT,anonymous,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Cost,Lack of knowledge, information, or resources,Permitting",,Yes,"Removal of small trees and brush with heavy equipment (e.g., mastication or chipping)",,Hired a contractor,,Out of pocket,,,,,,"Defensible space,Evacuation planning,Home hardening",,"Watching short videos,Webinars",,"Email,In-person,Website",,Rural,0-5 acres,Farming and/or agriculture,,No,61-70,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
94534,NorthCoast,Solano,R_ZDCWFid2ajHqX2p,anonymous,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.,Purchased an air filtration system for home to use during wildfire smoke events","Existing home design constraints,Lack of knowledge, information, or resources,Time",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,"Clarity on relevant laws and liability associated with burning,Information about prescribed fire benefits,Information about planning and implementation,Training to learn how to safely conduct a prescribed burn",,"Ecosystem restoration,Grazing for fuels reduction,Home hardening,Prescribed fire planning and implementation,Reducing health impacts from wildfire smoke",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Text Message,Website",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"$100,001 - $150,000 per year",,,,,,,,,,
94542,CentralCoast,Alameda,R_1n18pbI9p8Ba5uI,anonymous,Yes,No,"Purchased a backup power source (e.g., generator)",Cost,,No,,,,,,,,,,,"Evacuation planning,Post-wildfire recovery,Prescribed fire planning and implementation,Reducing health impacts from wildfire smoke",,"Field tours to local properties,In-person workshops,Watching short videos,Webinars",,"Email,Mail,Website",,,,,,,,Man,,Black or African American,,English,,,,,,,,,,,,
94545,CentralCoast,Alameda,R_3qVU0ZDEf2PwHkN,anonymous,Yes,No,"No, I have not completed home retrofitting or remodeling","Lack of knowledge, information, or resources",,No,,,,,,,,No,,,Reducing health impacts from wildfire smoke,,"Watching short videos,Webinars",,"Email,Mail",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use,Wildlife habitat",,No,Over 70,Woman,,White,,English,,"Less than $50,000 per year",,,,,,,,,,
94546,CentralCoast,Alameda,R_32VBY78MPbvGK1Z,anonymous,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.,Purchased an air filtration system for home to use during wildfire smoke events,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Lack of knowledge, information, or resources,Local and/or Homeowners Association rules and regulations,Time",,Yes,"Burning piles of cut trees and brush,Prescribed fire (a controlled fire set intentionally to meet management objectives under applicable laws and regulations),Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,"Cost-share agreements,My only cost was personal labor (myself, friends, and family)","CAL FIRE,Fire Safe Council,Natural Resource Conservation Service (NRCS),USDA Forest Service,USDOI Bureau of Land Management",,Yes,"Clarity on relevant laws and liability associated with burning,Financial assistance,Help preparing my property to conduct a prescribed burn,Information about prescribed fire benefits,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Grazing for fuels reduction,Permitting for fuels mitigation work,Post-wildfire recovery",,"Community events or town halls,Field tours to local properties,Watching short videos,Webinars",,"Email,Mail,Text Message",,,,,,,,Man,,White,,English,,,,,,,,,,,,
94547,CentralCoast,Contra Costa,R_A73lmfeInKhDJgl,anonymous,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources,Local and/or Homeowners Association rules and regulations",,No,,,,,,,,No,,,"Defensible space,Home hardening,Reducing health impacts from wildfire smoke",,"Field tours to local properties,Reading factsheets,Watching short videos",,"Email,Text Message",,,,,,,,Woman,,White,,English,,,,,,,,,,,,
94549,CentralCoast,Contra Costa,R_2dzkZbWXG9IEDwR,anonymous,Yes,No,"No, I have not completed home retrofitting or remodeling","Availability of contractors,Existing home design constraints,Lack of knowledge, information, or resources",,Yes,"Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Hired a contractor,,Out of pocket,,,No,,,"Defensible space,Evacuation planning,Other (please specify)",How to make landscaping/home look nice while reducing fire risks,Webinars,,"Email,Newspaper",,Rural,101-1000 acres,Farming and/or agriculture,,No,Over 70,Man,,White,,English,,"Greater than $150,000 per year",,,,,,,,,,
94549,CentralCoast,Contra Costa,R_302EGWT2oXe3Ugb,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ",Time,,Yes,"Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,,,,"Defensible space,Home hardening,Reducing health impacts from wildfire smoke",,"Field tours to local properties,Watching short videos",,"Email,Mail,Social media ,Text Message",,Rural,0-5 acres,"Recreation,Wildlife habitat",,No,Over 70,Man,,White,,English,,"$100,001 - $150,000 per year",,,,,,,,,,
94549,CentralCoast,Contra Costa,R_30q5G8iR6Zpsv4Y,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Removed vegetation and other combustible material within the first 0-5 feet of my home ",Existing home design constraints,,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,,,,,,"Community events or town halls,Reading factsheets,Webinars",,"Mail,Newspaper",,Rural,0-5 acres,"Livestock/grazing,Recreation",,No,Over 70,Woman,,White,,English,,"$100,001 - $150,000 per year",,,,,,,,,,
94549,CentralCoast,Contra Costa,R_3L5uO02FCc3cT8E,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Retrofitted home with ignition and/or ember resistant materials",,,Yes,Weed trimming and/or mowing grass,,Hired a contractor,,Out of pocket,,,,,,"Evacuation planning,Home hardening,Other (please specify)",Insurance,"Reading factsheets,Watching short videos,Webinars",,Email,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"Greater than $150,000 per year",,,,,,,,,,
94549,CentralCoast,Contra Costa,R_2dsaaQ63NCq5Ykc,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Existing home design constraints,Time",,Yes,"Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Available grants for fuels reduction treatments and how to apply,Defensible space,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc)",,"Community events or town halls,Reading factsheets,Watching short videos",,"Email,Text Message,Website",,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Man,,White,,English,,"$100,001 - $150,000 per year",,,,,,,,,,
94549,CentralCoast,Contra Costa,R_3jebTKYBkGAhh4o,anonymous,Yes,No,"No, I have not completed home retrofitting or remodeling",Existing home design constraints,,Yes,Removal of medium and large trees through timber harvest,,Hired a contractor,,Out of pocket,,,No,,,"Available grants for fuels reduction treatments and how to apply,Evacuation planning,Post-wildfire recovery,Reducing health impacts from wildfire smoke",,"Community events or town halls,Reading factsheets,Watching short videos,Webinars",,Email,,,,,,,,Man,,White,,English,,,,,,,,,,,,
94550,CentralCoast,Alameda,R_2Cv9htySFdhIE49,anonymous,Yes,No,Purchased an air filtration system for home to use during wildfire smoke events,,,Yes,"Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Defensible space,Evacuation planning,Reducing health impacts from wildfire smoke",,,,Email,,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,Prefer not to state,,,,,,,,,,
94553,CentralCoast,Contra Costa,R_2U94XWmQKVOr6RW,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ",Time,,Yes,"Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,No,Clarity on relevant laws and liability associated with burning,,"Defensible space,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,Reading factsheets,Webinars",,Email,,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,Asian,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
