Progress,Duration (in seconds),Finished,ResponseId,Q1-Intro,Q3-Intro,Q14,Q15,Q15_11_TEXT,Q17,Q18,Q18_11_TEXT,Q19,Q19_4_TEXT,Q20,Q21,Q21_13_TEXT,Q24,Q25,Q25_13_TEXT,Q32,Q32_14_TEXT,Q33,Q33_17_TEXT,Q34,Q34_23_TEXT,Q35_8_TEXT,Q14-FNR,Q36,County,Q37,Q38,Q39,Q39_12_TEXT,Q40,Q41,Q42,Q42_4_TEXT,Q43,Q43_7_TEXT,Q44,Q44_14_TEXT,Q45
100,1205,TRUE,R_3MaQ1PnBe5fIbly,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Existing home design constraints,Lack of knowledge, information, or resources",,Yes,"Hand thinning and scattering small trees and brush ,Other (please specify):",no large trees.  no highly flammable plant species.  ,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,Other (please specify),Getting county and SCE (electric company) to force nearby homeowners to remove highly flammable vegetation and trees tangled in electric power wires!,"Field tours to local properties,Webinars",,"Email,Mail,Website",,,,92705,Orange,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,,Over 70,Prefer not to answer,,Prefer not to answer,,Prefer not to answer,,Prefer not to state
100,798,TRUE,R_3R4vLai08hIsWBp,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,"Lack of knowledge, information, or resources",,Yes,Weed trimming and/or mowing grass,,Did some myself and hired a contractor,,Out of pocket,,,No,,,"Evacuation planning,Grazing for fuels reduction,Prescribed fire planning and implementation",,Reading factsheets,,Social media ,,,,,,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Woman,,White,,English,,"$50,000 - $100,000 per year"
100,931,TRUE,R_BVtBzwdNRJm9zA5,Yes,No,"No, I have not completed home retrofitting or remodeling","Existing home design constraints,Lack of knowledge, information, or resources,Local and/or Homeowners Association rules and regulations",,No,,,,,,,,,,,Reducing health impacts from wildfire smoke,,"Field tours to local properties,Watching short videos,Webinars",,"Email,Social media ,Website",,,,92618,Orange,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,,51-60,Woman,,White,,English,,"$50,000 - $100,000 per year"
100,981,TRUE,R_3qjnHjCBKU3oxd0,Yes,No,"No, I have not completed home retrofitting or remodeling","Lack of knowledge, information, or resources",,No,,,,,,,,,,,"Evacuation planning,Home hardening,Prescribed fire planning and implementation",,"In-person workshops,Reading factsheets",,Email,,,,92637,Orange,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,,Over 70,Prefer not to answer,,Prefer not to answer,,English,,Prefer not to state
100,623,TRUE,R_3EJWV9g4zWBe2UH,Yes,Yes,,,,,,,,,,,,,,,"Evacuation planning,Home hardening,Prescribed fire planning and implementation",,"Community events or town halls,In-person workshops,Reading factsheets,Watching short videos,Webinars",,Email,,,Yes,,,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,No,31-40,Woman,,White,,English,,"Greater than $150,000 per year"
100,1036,TRUE,R_2dlOqSfXG27XAXX,Yes,Yes,,,,,,,,,,,,,,,"Defensible space,Permitting for fuels mitigation work,Prescribed fire planning and implementation",,,,Email,,,Yes,,,,,,,,,Woman,,White,,"American Sign Language (ASL),English",,
100,1927,TRUE,R_2Yzl61uxqUxVMmx,Yes,No,"Purchased a backup power source (e.g., generator)","Lack of knowledge, information, or resources,Local and/or Homeowners Association rules and regulations",,No,,,,,,,,,,,"Defensible space,Home hardening",,"Reading factsheets,Watching short videos,Webinars",,"Email,Mail,Website",,,,92692,Orange,Urban,0-5 acres,Other (please specify),Teaching garden for horticultural topics,No,Over 70,Woman,,White,,English,,"$100,001 - $150,000 per year"
100,628,TRUE,R_1gq0mdIhaDvL7tD,Yes,No,Retrofitted home with ignition and/or ember resistant materials,"Cost,Lack of knowledge, information, or resources",,Yes,Removal of medium and large trees through timber harvest,,Hired a contractor,,Out of pocket,,,No,,,"Defensible space,Evacuation planning,Home hardening",,Watching short videos,,"Email,Social media ,Website",,,,92651,Orange,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Man,,"Asian,White",,"English,Other (please specify)",French,"$100,001 - $150,000 per year"
100,535,TRUE,R_3g5usy19eV9WtbX,Yes,Yes,,,,,,,,,,,,,,,"Defensible space,Ecosystem restoration,Evacuation planning",,"Community events or town halls,In-person workshops,Watching short videos,Webinars",,"Email,Social media ,Website",,,Yes,,,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Woman,,White,,English,,"Less than $50,000 per year"
100,817,TRUE,R_3k5rSFEj48S1R4Q,Yes,No,"No, I have not completed home retrofitting or remodeling","Availability of contractors,Cost,Local and/or Homeowners Association rules and regulations",,Yes,Weed trimming and/or mowing grass,,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Evacuation planning,Home hardening,Reducing health impacts from wildfire smoke",,"Watching short videos,Webinars",,"Email,Newspaper,Text Message,Website",,,,92651,Orange,,,,,,,Woman,,"Hispanic, Latino/a/x, or other Spanish origin,White",,"English,Spanish",,
100,404,TRUE,R_2CkzBAq6TWEs7G5,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Local and/or Homeowners Association rules and regulations,Time",,Yes,"Removal of medium and large trees through timber harvest,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,,,"Ecosystem restoration,Evacuation planning,Reducing health impacts from wildfire smoke",,,,Email,,,,92630,Orange,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,,61-70,Woman,,White,,English,,"Greater than $150,000 per year"
100,1807,TRUE,R_2zD7ev1phRQgpYl,Yes,No,"No, I have not completed home retrofitting or remodeling",,,No,,,,,,,,No,,,"Defensible space,Ecosystem restoration,Evacuation planning",,Reading factsheets,,"Email,In-person,Website",,,,92866,Orange,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"$50,000 - $100,000 per year"
100,1233,TRUE,R_25SKFEnoEVr71Py,Yes,Yes,,,,,,,,,,,,,,,"Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Permitting for fuels mitigation work,Prescribed fire planning and implementation",,"Field tours to local properties,Watching short videos",,"Radio,Social media ,Website",,,Yes,,,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,No,41-50,Woman,,White,,English,,"$100,001 - $150,000 per year"
100,1797,TRUE,R_1OIbv1IFzS2AQMy,Yes,No,"No, I have not completed home retrofitting or remodeling","Availability of contractors,Lack of knowledge, information, or resources",,No,,,,,,,,Unsure,"Clarity on relevant laws and liability associated with burning,Help navigating the permitting process,Training to learn how to safely conduct a prescribed burn",,"Evacuation planning,Grazing for fuels reduction,Home hardening",,"Community events or town halls,In-person workshops,Watching short videos",,"Email,Telephone",,,,92805,Orange,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,,Over 70,Woman,,White,,English,,"Greater than $150,000 per year"
100,447,TRUE,R_BKCbnEyWa6S3EZj,Yes,Yes,,,,,,,,,,,,,,,"Ecosystem restoration,Grazing for fuels reduction,Post-wildfire recovery",,"Reading factsheets,Watching short videos,Webinars",,Email,,,Yes,,,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,51-60,Woman,,White,,English,,"Greater than $150,000 per year"
100,777,TRUE,R_Wdu5KT6hn8nZ3rz,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources,Permitting",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Evacuation planning,Home hardening,Post-wildfire recovery",,"Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Text Message,Website",,,,92612,Orange,Suburban,,"Not applicable, my property is only used for residential use",,,Over 70,Woman,,White,,English,,Prefer not to state
100,661,TRUE,R_6zFHyTVpArDSeCR,Yes,No,"No, I have not completed home retrofitting or remodeling",Cost,,No,,,,,,,,,,,Reducing health impacts from wildfire smoke,,,,Email,,,,,,Rural,,"Not applicable, my property is only used for residential use",,No,18-30,Man,,"Hispanic, Latino/a/x, or other Spanish origin",,"English,Spanish",,"Less than $50,000 per year"
100,418,TRUE,R_3kL3ap40jRQmUxp,Yes,No,Purchased an air filtration system for home to use during wildfire smoke events,"Availability of contractors,Lack of knowledge, information, or resources,Local and/or Homeowners Association rules and regulations",,Yes,Hand thinning and scattering small trees and brush ,,Hired a contractor,,Out of pocket,,,No,Information about planning and implementation,,"Post-wildfire recovery,Reducing health impacts from wildfire smoke",,Community events or town halls,,Email,,,,92603,Orange,Rural,11-20 acres,"Commercial production,Farming and/or agriculture,Livestock/grazing,Private forestry or timber production",,Yes,41-50,Man,,White,,English,,"$100,001 - $150,000 per year"
100,5140,TRUE,R_28ZB8vrqOLmZWVY,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Existing home design constraints,Lack of knowledge, information, or resources",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Hired a contractor,,Out of pocket,,,Yes,"Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process",,"Defensible space,Ecosystem restoration,Evacuation planning,Prescribed fire planning and implementation",,"Community events or town halls,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Mail,Newspaper,Text Message,Website",,,,92651,Orange,Urban,,"Not applicable, my property is only used for residential use",,,18-30,Man,,White,,English,,"$50,000 - $100,000 per year"
100,625,TRUE,R_2bN5oH85RnWBub3,Yes,No,"No, I have not completed home retrofitting or remodeling","Lack of knowledge, information, or resources,Local and/or Homeowners Association rules and regulations",,No,,,,,,,,No,,,"Defensible space,Ecosystem restoration,Home hardening",,,,Email,,,,,,,,,,,,Man,,White,,English,,
100,453,TRUE,R_2q4r6BudDbz58tt,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,"Availability of contractors,Cost,Lack of knowledge, information, or resources",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Ecosystem restoration,Grazing for fuels reduction,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops,Watching short videos",,Website,,,,91754,Los Angeles,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,31-40,Man,,"American Indian or Alaskan Native,White",,English,,"$50,000 - $100,000 per year"
100,645,TRUE,R_1eFaz1dMZsg1DYS,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials",Cost,,No,,,,,,,,,,,"Ecosystem restoration,Grazing for fuels reduction,Home hardening",,"Community events or town halls,Field tours to local properties,In-person workshops,Other (please specify)",I would love to see areas that protect habitat while being fire wise.  There are plenty of examples of terrible responses to fire clearing such as removing all vegetation with habitat potential.,"Email,Website",,,,92673,Orange,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Woman,,White,,English,,"$100,001 - $150,000 per year"
100,1735,TRUE,R_ujGM8u49YxC5Cyl,Yes,No,"No, I have not completed home retrofitting or remodeling",Existing home design constraints,,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,,,,"Defensible space,Evacuation planning,Prescribed fire planning and implementation",,"Community events or town halls,Reading factsheets",,"Email,Mail",,,,92651,Orange,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"$100,001 - $150,000 per year"
100,551,TRUE,R_3irSz3ScCWlbdmN,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ",Existing home design constraints,,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,Yes,Training to learn how to safely conduct a prescribed burn,,"Evacuation planning,Reducing health impacts from wildfire smoke",,"Community events or town halls,Field tours to local properties",,"Email,Website",,,,,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,51-60,Woman,,"Hispanic, Latino/a/x, or other Spanish origin",,English,,"$100,001 - $150,000 per year"
100,433,TRUE,R_1qdJJrRAIbtRU2M,Yes,Yes,,,,,,,,,,,,,,,"Defensible space,Evacuation planning",,Webinars,,"Email,Text Message",,,Yes,,,,,,,,,,,,,,,
100,371,TRUE,R_1mR9xspFt5FO2Q0,Yes,Yes,,,,,,,,,,,,,,,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Evacuation planning,Reducing health impacts from wildfire smoke",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Social media ,Website",,,Yes,,,Rural,21-100 acres,Livestock/grazing,,No,41-50,Man,,White,,English,,"$50,000 - $100,000 per year"
100,666,TRUE,R_2dm3nOK52QlZhQk,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources,Time",,Yes,Weed trimming and/or mowing grass,,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Ecosystem restoration,Grazing for fuels reduction",,"Watching short videos,Webinars",,"Email,Website",,,,,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Man,,White,,English,,"Greater than $150,000 per year"
